Customer_number,age,job,marital,education,Annual Income,Gender
40501,28,admin.,single,secondary,4608065,M
40502,37,management,married,tertiary,4326526,M
40503,39,management,married,tertiary,3629763,F
40504,34,management,single,tertiary,4269161,F
40505,38,admin.,married,secondary,1310577,F
40506,36,admin.,married,secondary,4367289,F
40507,37,self-employed,married,tertiary,4867896,M
40508,37,services,married,secondary,3709794,M
40509,32,services,single,secondary,1045142,F
40510,33,management,married,secondary,2773875,F
40511,43,technician,divorced,secondary,3296157,F
40512,28,management,married,secondary,3321161,M
40513,36,technician,married,tertiary,1361929,M
40514,55,management,married,tertiary,4669491,M
40515,31,technician,single,secondary,1118561,M
40516,33,blue-collar,single,secondary,3282391,M
40517,29,admin.,married,tertiary,2758725,M
40518,54,unemployed,married,secondary,4511020,M
40519,39,services,married,secondary,4206062,M
40520,35,technician,single,secondary,1258619,F
40521,29,technician,single,secondary,2645939,M
40522,32,technician,single,tertiary,3021149,F
40523,34,management,married,tertiary,1429843,M
40524,37,unemployed,married,tertiary,2199502,F
40525,27,student,single,secondary,3834320,M
40526,32,technician,single,tertiary,3938065,M
40527,27,technician,single,tertiary,1916748,M
40528,33,technician,single,tertiary,700874,F
40529,40,blue-collar,married,primary,246300,M
40530,48,management,single,tertiary,4158454,F
40531,60,management,married,tertiary,4384524,M
40532,37,services,married,secondary,3546748,M
40533,32,management,married,tertiary,4069210,F
40534,24,self-employed,single,unknown,605620,F
40535,40,management,married,secondary,1093676,F
40536,24,student,single,secondary,1857918,F
40537,35,blue-collar,single,secondary,4687335,M
40538,42,technician,married,secondary,3775099,M
40539,34,management,single,tertiary,1822310,M
40540,55,management,married,tertiary,1781737,M
40541,30,technician,married,tertiary,988686,M
40542,32,technician,single,tertiary,2086047,F
40543,30,management,single,tertiary,3308265,M
40544,52,unemployed,married,secondary,3663178,M
40545,56,entrepreneur,married,secondary,3349031,F
40546,30,technician,single,tertiary,2631055,F
40547,32,services,single,secondary,3847005,F
40548,58,technician,married,secondary,3993881,F
40549,44,management,married,tertiary,2288932,M
40550,43,management,married,tertiary,3786388,F
40551,26,student,single,secondary,254559,F
40552,25,student,single,secondary,2472909,F
40553,26,management,married,tertiary,3958394,F
40554,36,management,married,tertiary,4394730,M
40555,31,technician,single,secondary,2212386,M
40556,40,unemployed,married,secondary,3157716,M
40557,29,unknown,single,secondary,4440861,F
40558,30,technician,single,secondary,3913393,F
40559,27,technician,single,secondary,3685281,F
40560,31,management,single,tertiary,3734936,F
40561,33,technician,single,secondary,1150590,M
40562,25,management,single,tertiary,1387315,F
40563,37,admin.,married,secondary,3961213,F
40564,30,management,single,tertiary,3782227,F
40565,47,unknown,married,unknown,3817780,M
40566,25,management,single,tertiary,542296,F
40567,51,entrepreneur,married,primary,2396804,M
40568,34,management,married,tertiary,4589547,F
40569,45,unemployed,married,secondary,407192,F
40570,33,management,married,tertiary,1705319,M
40571,54,unknown,married,secondary,901568,M
40572,34,management,single,tertiary,543476,M
40573,58,unemployed,married,secondary,1264091,F
40574,27,management,single,tertiary,2726385,M
40575,26,self-employed,single,tertiary,2372691,F
40576,35,technician,married,tertiary,687701,F
40577,25,student,single,tertiary,1778839,M
40578,58,retired,married,secondary,329813,M
40579,60,retired,divorced,tertiary,1069804,M
40580,35,technician,single,secondary,3808094,F
40581,30,management,married,unknown,3131923,M
40582,54,technician,married,tertiary,3072720,F
40583,34,technician,married,tertiary,390433,M
40584,48,management,divorced,tertiary,1230552,M
40585,41,management,married,tertiary,1691497,F
40586,25,admin.,single,tertiary,4619150,M
40587,27,unemployed,single,primary,3315729,F
40588,26,admin.,single,tertiary,415890,F
40589,32,technician,divorced,tertiary,932854,F
40590,58,retired,married,primary,2770119,M
40591,43,management,married,tertiary,3622940,M
40592,26,admin.,married,unknown,4205563,M
40593,24,student,married,unknown,3805379,M
40594,59,management,divorced,tertiary,1465984,M
40595,36,technician,married,secondary,3653925,F
40596,31,technician,married,secondary,264449,M
40597,52,technician,married,secondary,4928351,F
40598,60,retired,married,tertiary,1331928,F
40599,43,management,divorced,tertiary,3412985,M
40600,28,self-employed,single,tertiary,887610,M
40601,59,management,married,tertiary,2465680,F
40602,28,admin.,single,tertiary,3081555,F
40603,25,management,single,tertiary,4852463,F
40604,50,management,married,tertiary,2699342,F
40605,21,technician,single,unknown,2008596,F
40606,25,student,single,tertiary,2409088,M
40607,57,self-employed,married,tertiary,240067,M
40608,60,management,married,tertiary,4501450,M
40609,51,management,married,tertiary,949476,F
40610,26,student,single,secondary,3082138,F
40611,31,management,married,tertiary,2810246,F
40612,34,management,single,tertiary,4771928,F
40613,49,technician,single,secondary,4758839,M
40614,34,housemaid,married,tertiary,651828,F
40615,46,management,married,tertiary,1897878,F
40616,60,admin.,married,unknown,4143628,M
40617,38,management,married,unknown,2927285,F
40618,30,self-employed,single,tertiary,2127203,F
40619,32,technician,married,tertiary,2764632,F
40620,46,technician,married,secondary,1050631,M
40621,34,management,single,tertiary,4582351,M
40622,44,technician,single,tertiary,3978278,F
40623,34,technician,married,tertiary,2235372,M
40624,29,services,married,secondary,1665597,M
40625,32,management,married,tertiary,866438,M
40626,36,admin.,single,tertiary,276561,F
40627,32,technician,married,unknown,547158,M
40628,36,technician,single,secondary,2034965,F
40629,55,technician,divorced,secondary,4235985,F
40630,25,student,single,secondary,2803901,M
40631,26,student,single,tertiary,469991,M
40632,21,blue-collar,single,secondary,2982904,M
40633,53,blue-collar,married,primary,1718859,M
40634,56,services,divorced,primary,4137758,F
40635,34,technician,single,secondary,2810387,M
40636,28,admin.,married,secondary,3977968,F
40637,28,admin.,married,secondary,2337516,M
40638,29,management,single,tertiary,703748,F
40639,25,student,single,unknown,920671,F
40640,34,management,married,tertiary,2059888,F
40641,28,technician,single,secondary,2378936,M
40642,33,admin.,single,tertiary,4907609,M
40643,26,student,single,tertiary,1745891,M
40644,60,retired,married,tertiary,3558636,M
40645,29,student,single,tertiary,4020931,M
40646,25,technician,single,secondary,1563381,F
40647,60,management,married,tertiary,1122398,M
40648,32,management,single,tertiary,4957405,M
40649,47,housemaid,single,secondary,2096179,M
40650,29,management,single,tertiary,4415301,M
40651,25,admin.,married,tertiary,3040763,F
40652,21,admin.,single,secondary,4122724,M
40653,34,management,single,tertiary,4179858,M
40654,32,management,married,tertiary,4889712,M
40655,24,technician,single,secondary,1897584,M
40656,41,self-employed,single,tertiary,755974,M
40657,50,admin.,married,tertiary,2160977,M
40658,44,technician,single,tertiary,1144393,M
40659,47,admin.,married,tertiary,3232485,M
40660,30,admin.,single,secondary,2507120,M
40661,29,self-employed,married,tertiary,2327508,M
40662,56,management,divorced,unknown,560696,F
40663,47,admin.,divorced,secondary,579471,M
40664,37,admin.,married,secondary,2198796,M
40665,27,management,single,tertiary,4065236,M
40666,34,admin.,married,secondary,4414216,F
40667,60,retired,divorced,secondary,3209763,M
40668,26,management,single,tertiary,2185780,M
40669,27,management,single,tertiary,1115061,F
40670,49,housemaid,married,primary,1879844,M
40671,37,admin.,married,secondary,1940256,M
40672,27,student,single,secondary,3757831,M
40673,28,admin.,single,secondary,3904121,F
40674,50,services,married,secondary,304293,M
40675,58,retired,married,primary,245563,M
40676,24,admin.,single,tertiary,1853973,M
40677,51,housemaid,married,unknown,483072,M
40678,26,admin.,single,secondary,4914414,F
40679,43,management,married,tertiary,4384941,M
40680,30,admin.,single,secondary,3228903,M
40681,39,technician,married,secondary,2337534,F
40682,25,management,single,tertiary,3272136,F
40683,37,admin.,married,secondary,3351101,F
40684,24,blue-collar,single,secondary,2985383,M
40685,60,housemaid,divorced,secondary,1101159,M
40686,25,management,single,tertiary,4406117,M
40687,32,blue-collar,married,secondary,978820,M
40688,32,unemployed,single,secondary,3693948,F
40689,25,student,single,unknown,1879859,M
40690,30,management,single,tertiary,1803171,F
40691,54,self-employed,single,tertiary,2698694,F
40692,45,management,single,tertiary,258786,F
40693,39,entrepreneur,married,secondary,3197673,M
40694,51,housemaid,married,secondary,3342133,M
40695,35,technician,married,secondary,3096879,F
40696,26,student,single,secondary,2955306,M
40697,32,admin.,single,secondary,657102,F
40698,54,retired,divorced,tertiary,4612619,M
40699,43,management,married,tertiary,3432575,M
40700,25,admin.,single,secondary,1782691,M
40701,46,management,married,tertiary,3835615,M
40702,24,blue-collar,single,unknown,1742884,F
40703,44,management,married,tertiary,1084010,M
40704,36,management,married,tertiary,4896954,M
40705,56,admin.,single,secondary,4078566,F
40706,38,technician,single,secondary,3956274,M
40707,25,management,single,tertiary,3853428,M
40708,23,admin.,single,secondary,2045667,M
40709,28,management,single,tertiary,2273856,F
40710,42,management,married,tertiary,997554,F
40711,21,blue-collar,single,secondary,479554,M
40712,26,student,single,tertiary,4822958,M
40713,58,housemaid,married,secondary,3443686,F
40714,54,management,divorced,tertiary,4028426,M
40715,25,admin.,single,tertiary,4273539,F
40716,55,admin.,divorced,secondary,4489258,M
40717,32,blue-collar,single,secondary,4995073,M
40718,25,student,single,unknown,2337496,F
40719,39,blue-collar,single,secondary,2560032,M
40720,28,management,married,tertiary,4329461,M
40721,32,self-employed,single,tertiary,4421132,M
40722,55,management,married,tertiary,1494725,F
40723,30,self-employed,single,tertiary,751022,M
40724,52,technician,married,secondary,4368811,F
40725,43,admin.,married,secondary,2742106,M
40726,39,technician,married,tertiary,1702020,M
40727,29,management,single,tertiary,4942714,M
40728,56,admin.,married,secondary,4619322,F
40729,23,student,single,unknown,260900,F
40730,50,management,married,tertiary,939265,M
40731,34,management,married,tertiary,1213064,M
40732,29,services,married,secondary,822076,M
40733,26,management,single,tertiary,381768,M
40734,36,self-employed,married,tertiary,590622,M
40735,58,retired,married,secondary,4971639,F
40736,36,admin.,married,secondary,3433213,M
40737,35,admin.,single,tertiary,2888896,M
40738,45,admin.,married,unknown,2962700,F
40739,30,admin.,married,secondary,4007201,M
40740,24,student,single,secondary,673925,M
40741,24,technician,single,secondary,3659515,F
40742,25,technician,single,secondary,1804680,M
40743,31,services,single,secondary,3512668,M
40744,25,technician,married,secondary,480661,F
40745,51,management,married,tertiary,341352,M
40746,30,management,single,tertiary,1507582,F
40747,45,management,single,tertiary,3160080,M
40748,32,blue-collar,single,secondary,2077070,F
40749,38,technician,single,secondary,3586977,M
40750,35,technician,single,tertiary,1475893,M
40751,57,retired,married,tertiary,4745087,M
40752,37,admin.,married,tertiary,3743691,F
40753,55,admin.,married,secondary,3025440,M
40754,57,entrepreneur,married,secondary,3808682,M
40755,57,management,married,tertiary,1961969,F
40756,55,technician,married,secondary,4748252,F
40757,28,admin.,single,tertiary,4613962,M
40758,38,technician,single,tertiary,3415892,F
40759,48,management,married,tertiary,2995531,M
40760,46,admin.,divorced,secondary,2769371,F
40761,26,management,single,tertiary,4276566,M
40762,25,unemployed,single,tertiary,3532281,F
40763,49,management,married,tertiary,1365697,M
40764,25,technician,single,secondary,996721,M
40765,40,management,divorced,tertiary,4026813,F
40766,43,management,married,tertiary,1195990,M
40767,38,housemaid,divorced,secondary,262570,M
40768,41,technician,divorced,tertiary,1771247,F
40769,47,technician,married,tertiary,4253283,M
40770,37,technician,married,tertiary,3087568,F
40771,60,technician,married,secondary,4902298,M
40772,46,management,divorced,tertiary,2224206,M
40773,24,student,single,unknown,641030,M
40774,45,blue-collar,married,secondary,4823190,F
40775,33,management,married,tertiary,1301810,M
40776,45,admin.,married,tertiary,2267797,M
40777,30,management,married,tertiary,4952782,F
40778,59,admin.,married,secondary,1523810,M
40779,59,retired,married,tertiary,4475009,M
40780,46,technician,single,secondary,3568281,M
40781,26,management,single,secondary,2439912,M
40782,25,student,single,secondary,1487427,F
40783,31,unemployed,single,primary,1273751,M
40784,58,unemployed,single,tertiary,314066,F
40785,34,admin.,single,secondary,3490191,M
40786,58,management,married,tertiary,3240111,F
40787,49,admin.,married,secondary,4622865,M
40788,25,technician,single,secondary,3989468,F
40789,53,technician,married,secondary,4737370,M
40790,42,entrepreneur,married,secondary,843439,M
